Subcellular.Location	Entry	Gene.Name	Protein.Names
Intracellular	Q5MJ08	SPANXN4	SPXN4_HUMAN
Intracellular	Q9BYE4	SPRR2G	SPR2G_HUMAN
Intracellular	Q9H3Y6	SRMS	SRMS_HUMAN
Intracellular	A1L190	SYCE3	SYCE3_HUMAN
Intracellular	Q6PIF2	SYCE2	SYCE2_HUMAN
Intracellular	P54136	RARS1	SYRC_HUMAN
Intracellular	Q9H2K8	TAOK3	TAOK3_HUMAN
Intracellular	O76070	SNCG	SYUG_HUMAN
Intracellular	Q12962	TAF10	TAF10_HUMAN
Intracellular	Q96J01	THOC3	THOC3_HUMAN
Intracellular	P54274	TERF1	TERF1_HUMAN
Intracellular	Q86V81	ALYREF	THOC4_HUMAN
Intracellular	O14607	UTY	UTY_HUMAN
Intracellular	Q8TDR4	TCP10L	TCP1L_HUMAN
Intracellular	Q96SF2	CCT8L2	TCPQM_HUMAN
Intracellular	P25325	MPST	THTM_HUMAN
Intracellular	O15164	TRIM24	TIF1A_HUMAN
Intracellular	A0A1B0GU33	TEX53	TEX53_HUMAN
Intracellular	Q9BUR4	WRAP53	TCAB1_HUMAN
Intracellular	Q9Y4C2	TCAF1	TCAF1_HUMAN
Intracellular	Q5H9L2	TCEAL5	TCAL5_HUMAN
Intracellular	Q01831	XPC	XPC_HUMAN
Intracellular	Q7L2K0	TEDC2	TEDC2_HUMAN
Intracellular	P61964	WDR5	WDR5_HUMAN
Intracellular	Q7RTU1	TCF23	TCF23_HUMAN
Intracellular	Q5QJE6	DNTTIP2	TDIF2_HUMAN
Intracellular	Q7RTU0	TCF24	TCF24_HUMAN
Intracellular	Q9BXT4	TDRD1	TDRD1_HUMAN
Intracellular	Q5T1C6	THEM4	THEM4_HUMAN
Intracellular	Q3ZCM7	TUBB8	TBB8_HUMAN
Intracellular	P18206	VCL	VINC_HUMAN
Intracellular	Q96KP6	TNIP3	TNIP3_HUMAN
Intracellular	Q9C035	TRIM5	TRIM5_HUMAN
Intracellular	Q03014	HHEX	HHEX_HUMAN
Intracellular	Q14526	HIC1	HIC1_HUMAN
Intracellular	P56524	HDAC4	HDAC4_HUMAN
Intracellular	Q9NRV9	HEBP1	HEBP1_HUMAN
Intracellular	Q9H583	HEATR1	HEAT1_HUMAN
Intracellular	Q7Z4H3	HDDC2	HDDC2_HUMAN
Intracellular	Q7Z4Q2	HEATR3	HEAT3_HUMAN
Intracellular	Q9UBN7	HDAC6	HDAC6_HUMAN
Intracellular	Q5U5R9	HECTD2	HECD2_HUMAN
Intracellular	Q00613	HSF1	HSF1_HUMAN
Intracellular	A0A1B0GWH4	HSFX3	HSFX3_HUMAN
Intracellular	Q9NZU5	LMCD1	LMCD1_HUMAN
Intracellular	B2RXH8	HNRNPCL2	HNRC2_HUMAN
Intracellular	P00492	HPRT1	HPRT_HUMAN
Intracellular	B7ZW38	HNRNPCL3	HNRC3_HUMAN
Intracellular	Q04760	GLO1	LGUL_HUMAN
Intracellular	O43766	LIAS	LIAS_HUMAN
Intracellular	P50213	IDH3A	IDH3A_HUMAN
Intracellular	P10911	MCF2	MCF2_HUMAN
Intracellular	Q8NI22	MCFD2	MCFD2_HUMAN
Intracellular	Q9NS73	MBIP	MBIP1_HUMAN
Intracellular	Q96GV9	MACIR	MACIR_HUMAN
Intracellular	Q9Y6M1	IGF2BP2	IF2B2_HUMAN
Intracellular	Q9UIS9	MBD1	MBD1_HUMAN
Intracellular	Q9H1B7	IRF2BPL	I2BPL_HUMAN
Intracellular	Q14244	MAP7	MAP7_HUMAN
Intracellular	P80192	MAP3K9	M3K9_HUMAN
Intracellular	Q1A5X6	IQCJ	IQCJ_HUMAN
Intracellular	A6NCM1	IQCA1L	IQCAL_HUMAN
Intracellular	Q2T9L4	INSYN1	INSY1_HUMAN
Intracellular	A0A1B0GVH7	IQCM	IQCM_HUMAN
Intracellular	A4D126	CRPPA	ISPD_HUMAN
Intracellular	Q4KMZ1	IQCC	IQCC_HUMAN
Intracellular	Q15040	JOSD1	JOS1_HUMAN
Intracellular	Q9H1K1	ISCU	ISCU_HUMAN
Intracellular	Q9UNL4	ING4	ING4_HUMAN
Intracellular	P20839	IMPDH1	IMDH1_HUMAN
Intracellular	Q8NA54	IQUB	IQUB_HUMAN
Intracellular	Q8NA82	MARCHF10	MARHA_HUMAN
Intracellular	O75342	ALOX12B	LX12B_HUMAN
Intracellular	Q9BXT6	MOV10L1	M10L1_HUMAN
Intracellular	Q9P0L2	MARK1	MARK1_HUMAN
Intracellular	Q92918	MAP4K1	M4K1_HUMAN
Intracellular	O15296	ALOX15B	LX15B_HUMAN
Intracellular	Q7KZI7	MARK2	MARK2_HUMAN
Intracellular	Q12851	MAP4K2	M4K2_HUMAN
Intracellular	Q9NTI7	INKA2	INKA2_HUMAN
Intracellular	P29218	IMPA1	IMPA1_HUMAN
Intracellular	Q92985	IRF7	IRF7_HUMAN
Intracellular	O95373	IPO7	IPO7_HUMAN
Intracellular	A6NK06	ACOD1	IRG1_HUMAN
Intracellular	A6NMK8	INSYN2B	INY2B_HUMAN
Intracellular	P35568	IRS1	IRS1_HUMAN
Intracellular	O60268	KIAA0513	K0513_HUMAN
Intracellular	Q5HYC2	KIAA2026	K2026_HUMAN
Intracellular	Q0VF49	KIAA2012	K2012_HUMAN
Intracellular	Q96ST2	IWS1	IWS1_HUMAN
Intracellular	P78415	IRX3	IRX3_HUMAN
Intracellular	Q9ULD6	INTU	INTU_HUMAN
Intracellular	Q5XKE5	KRT79	K2C79_HUMAN
Intracellular	Q9ULL0	KIAA1210	K1210_HUMAN
Intracellular	P05771	PRKCB	KPCB_HUMAN
Intracellular	P26371	KRTAP5-9	KRA59_HUMAN
Intracellular	Q7L273	KCTD9	KCTD9_HUMAN
Intracellular	Q9BYS1	KRTAP1-5	KRA15_HUMAN
Intracellular	Q9BYQ2	KRTAP9-4	KRA94_HUMAN
Intracellular	Q9Y4X4	KLF12	KLF12_HUMAN
Intracellular	Q6PID8	KLHDC10	KLD10_HUMAN
Intracellular	Q13351	KLF1	KLF1_HUMAN
Intracellular	Q8TBB5	KLHDC4	KLDC4_HUMAN
Intracellular	Q9NVR0	KLHL11	KLH11_HUMAN
Intracellular	O94889	KLHL18	KLH18_HUMAN
Intracellular	Q9P2G9	KLHL8	KLHL8_HUMAN
Intracellular	Q96Q89	KIF20B	KI20B_HUMAN
Intracellular	Q6PI47	KCTD18	KCD18_HUMAN
Intracellular	Q9P0P8	MTRES1	MRES1_HUMAN
Intracellular	Q9H3H1	TRIT1	MOD5_HUMAN
Intracellular	P52732	KIF11	KIF11_HUMAN
Intracellular	Q03252	LMNB2	LMNB2_HUMAN
Intracellular	Q1X8D7	LRRC36	LRC36_HUMAN
Intracellular	Q02750	MAP2K1	MP2K1_HUMAN
Intracellular	O75439	PMPCB	MPPB_HUMAN
Intracellular	Q14168	MPP2	MPP2_HUMAN
Intracellular	Q96G74	OTUD5	OTUD5_HUMAN
Intracellular	Q9GZQ8	MAP1LC3B	MLP3B_HUMAN
Intracellular	Q99471	PFDN5	PFD5_HUMAN
Intracellular	Q9ULV0	MYO5B	MYO5B_HUMAN
Intracellular	Q56VL3	OCIAD2	OCAD2_HUMAN
Intracellular	O75147	OBSL1	OBSL1_HUMAN
Intracellular	P11182	DBT	ODB2_HUMAN
Intracellular	P12694	BCKDHA	ODBA_HUMAN
Intracellular	Q9BYG5	PARD6B	PAR6B_HUMAN
Intracellular	P55771	PAX9	PAX9_HUMAN
Intracellular	P11940	PABPC1	PABP1_HUMAN
Intracellular	Q00722	PLCB2	PLCB2_HUMAN
Intracellular	Q15147	PLCB4	PLCB4_HUMAN
Intracellular	Q92871	PMM1	PMM1_HUMAN
Intracellular	Q86V59	PNMA8A	PNM8A_HUMAN
Intracellular	Q99569	PKP4	PKP4_HUMAN
Intracellular	A1L4L8	PLAC8L1	PL8L1_HUMAN
Intracellular	O94810	RGS11	RGS11_HUMAN
Intracellular	Q9HB21	PLEKHA1	PKHA1_HUMAN
Intracellular	Q96CS7	PLEKHB2	PKHB2_HUMAN
Intracellular	A5A3E0	POTEF	POTEF_HUMAN
Intracellular	O75154	RAB11FIP3	RFIP3_HUMAN
Intracellular	Q8TCU6	PREX1	PREX1_HUMAN
Intracellular	Q9NWB1	RBFOX1	RFOX1_HUMAN
Intracellular	P35251	RFC1	RFC1_HUMAN
Intracellular	A6NGN4	PRAMEF25	PRA25_HUMAN
Intracellular	A6NFN3	RBFOX3	RFOX3_HUMAN
Intracellular	O95521	PRAMEF1	PRAM1_HUMAN
Intracellular	Q00LT1	PRCD	PRCD_HUMAN
Intracellular	Q9H6K5	PRR36	PRR36_HUMAN
Intracellular	A8MZF0	PRR33	PRR33_HUMAN
Intracellular	Q99633	PRPF18	PRP18_HUMAN
Intracellular	O75400	PRPF40A	PR40A_HUMAN
Intracellular	Q9UD71	PPP1R1B	PPR1B_HUMAN
Intracellular	Q969U7	PSMG2	PSMG2_HUMAN
Intracellular	Q5H9M0	PWWP3B	PWP3B_HUMAN
Intracellular	Q7Z4M0	REC114	RE114_HUMAN
Intracellular	O95825	CRYZL1	QORL1_HUMAN
Intracellular	P61927	RPL37	RL37_HUMAN
Intracellular	Q8TAA3	PSMA8	PSMA8_HUMAN
Intracellular	Q9UKA9	PTBP2	PTBP2_HUMAN
Intracellular	Q6PGN9	PSRC1	PSRC1_HUMAN
Intracellular	P22695	UQCRC2	QCR2_HUMAN
Intracellular	P27708	CAD	PYR1_HUMAN
Intracellular	Q2KHR3	QSER1	QSER1_HUMAN
Intracellular	P30520	ADSS2	PURA2_HUMAN
Intracellular	Q13610	PWP1	PWP1_HUMAN
Intracellular	Q8TBY0	RBM46	RBM46_HUMAN
Intracellular	Q96EV2	RBM33	RBM33_HUMAN
Intracellular	P13631	RARG	RARG_HUMAN
Intracellular	O60216	RAD21	RAD21_HUMAN
Intracellular	Q8WXH6	RAB40A	RB40A_HUMAN
Intracellular	P0DJD3	RBMY1A1	RBY1A_HUMAN
Intracellular	P62820	RAB1A	RAB1A_HUMAN
Intracellular	P57735	RAB25	RAB25_HUMAN
Intracellular	Q5JT25	RAB41	RAB41_HUMAN
Intracellular	Q9UL25	RAB21	RAB21_HUMAN
Intracellular	Q9P2R6	RERE	RERE_HUMAN
Intracellular	Q2M1Z3	ARHGAP31	RHG31_HUMAN
Intracellular	O75916	RGS9	RGS9_HUMAN
Intracellular	P82980	RBP5	RET5_HUMAN
Intracellular	Q96IC2	REXO5	REXO5_HUMAN
Intracellular	P48382	RFX5	RFX5_HUMAN
Intracellular	Q9Y2Y1	POLR3K	RPC10_HUMAN
Intracellular	Q13084	MRPL28	RM28_HUMAN
Intracellular	Q86VV4	RANBP3L	RNB3L_HUMAN
Intracellular	O60518	RANBP6	RNBP6_HUMAN
Intracellular	Q9NPQ8	RIC8A	RIC8A_HUMAN
Intracellular	P15927	RPA2	RFA2_HUMAN
Intracellular	Q9BZI7	UPF3B	REN3B_HUMAN
Intracellular	P35244	RPA3	RFA3_HUMAN
Intracellular	Q6R327	RICTOR	RICTR_HUMAN
Intracellular	Q8TAC1	RFESD	RFESD_HUMAN
Intracellular	Q8WZ73	RFFL	RFFL_HUMAN
Intracellular	Q7L804	RAB11FIP2	RFIP2_HUMAN
Intracellular	Q6ZTI6	RFLNA	RFLA_HUMAN
Intracellular	Q86UA6	RPAIN	RIP_HUMAN
Intracellular	P61353	RPL27	RL27_HUMAN
Intracellular	P63173	RPL38	RL38_HUMAN
Intracellular	P12271	RLBP1	RLBP1_HUMAN
Intracellular	P62945	RPL41	RS32_HUMAN
Intracellular	Q92730	RND1	RND1_HUMAN
Intracellular	Q9HA92	RSAD1	RSAD1_HUMAN
Intracellular	Q8N488	RYBP	RYBP_HUMAN
Intracellular	Q8WXG1	RSAD2	RSAD2_HUMAN
Intracellular	Q9Y230	RUVBL2	RUVB2_HUMAN
Intracellular	P25815	S100P	S100P_HUMAN
Intracellular	Q8WXG8	S100Z	S100Z_HUMAN
Intracellular	P23297	S100A1	S10A1_HUMAN
Intracellular	P29034	S100A2	S10A2_HUMAN
Intracellular	P33764	S100A3	S10A3_HUMAN
Intracellular	P33763	S100A5	S10A5_HUMAN
Intracellular	P06703	S100A6	S10A6_HUMAN
Intracellular	P31949	S100A11	S10AB_HUMAN
Intracellular	Q96HI0	SENP5	SENP5_HUMAN
Intracellular	Q9GZR1	SENP6	SENP6_HUMAN
Intracellular	O75446	SAP30	SAP30_HUMAN
Intracellular	Q9BSV6	TSEN34	SEN34_HUMAN
Intracellular	Q7Z6J9	TSEN54	SEN54_HUMAN
Intracellular	O00422	SAP18	SAP18_HUMAN
Intracellular	Q8TEE9	SAP25	SAP25_HUMAN
Intracellular	Q9H4L4	SENP3	SENP3_HUMAN
Intracellular	Q9H0A6	RNF32	RNF32_HUMAN
Intracellular	P19388	POLR2E	RPAB1_HUMAN
Intracellular	Q9H871	RMND5A	RMD5A_HUMAN
Intracellular	Q15020	SART3	SART3_HUMAN
Intracellular	Q2QD12	RPEL1	RPEL1_HUMAN
Intracellular	P61218	POLR2F	RPAB2_HUMAN
Intracellular	Q9NQZ2	UTP3	SAS10_HUMAN
Intracellular	P60896	SEM1	SEM1_HUMAN
Intracellular	Q9UNE2	RPH3AL	RPH3L_HUMAN
Intracellular	P47736	RAP1GAP	RPGP1_HUMAN
Intracellular	P21673	SAT1	SAT1_HUMAN
Intracellular	O15514	POLR2D	RPB4_HUMAN
Intracellular	Q9BRJ2	MRPL45	RM45_HUMAN
Intracellular	Q9H0X6	RNF208	RN208_HUMAN
Intracellular	Q96FS4	SIPA1	SIPA1_HUMAN
Intracellular	Q9HBY8	SGK2	SGK2_HUMAN
Intracellular	Q96EU6	RRP36	RRP36_HUMAN
Intracellular	O43159	RRP8	RRP8_HUMAN
Intracellular	O75818	RPP40	RPP40_HUMAN
Intracellular	Q9BX26	SYCP2	SYCP2_HUMAN
Intracellular	Q9NUJ3	TCP11L1	T11L1_HUMAN
Intracellular	Q9Y458	TBX22	TBX22_HUMAN
Intracellular	O15119	TBX3	TBX3_HUMAN
Intracellular	Q86XR7	TICAM2	TCAM2_HUMAN
Intracellular	Q5JUR7	TEX30	TEX30_HUMAN
Intracellular	P52655	GTF2A1	TF2AA_HUMAN
Intracellular	Q99594	TEAD3	TEAD3_HUMAN
Intracellular	P0CG34	TMSB15A	TB15A_HUMAN
Intracellular	Q9UET6	FTSJ1	TRM7_HUMAN
Intracellular	Q8N8B7	TCEANC	TEANC_HUMAN
Intracellular	Q9H1K6	TLNRD1	TLRN1_HUMAN
Intracellular	Q96BQ3	TRIM43	TRI43_HUMAN
Intracellular	O43763	TLX2	TLX2_HUMAN
Intracellular	Q12974	PTP4A2	TP4A2_HUMAN
Intracellular	Q14166	TTLL12	TTL12_HUMAN
Intracellular	O95922	TTLL1	TTLL1_HUMAN
Intracellular	Q01534	TSPY1	TSPY1_HUMAN
Intracellular	P40222	TXLNA	TXLNA_HUMAN
Intracellular	Q86XW9	NME9	TXND6_HUMAN
Intracellular	P35544	FAU	Other
Intracellular	Q6IPR3	TYW3	TYW3_HUMAN
Intracellular	Q6BDS2	UHRF1BP1	BLT3A_HUMAN
Intracellular	Q8IWE2	FAM114A1	NXP20_HUMAN
Intracellular	Q6UWS5	PET117	PT117_HUMAN
Intracellular	Q6ZMN7	PDZRN4	PZRN4_HUMAN
Intracellular	Q9Y3Y4	PYGO1	PYGO1_HUMAN
Intracellular	Q96N64	PWWP2A	PWP2A_HUMAN
Intracellular	Q07869	PPARA	PPARA_HUMAN
Intracellular	Q9NW64	RBM22	RBM22_HUMAN
Intracellular	Q86YS6	RAB43	RAB43_HUMAN
Intracellular	Q969X0	RILPL2	RIPL2_HUMAN
Intracellular	Q8WYP3	RIN2	RIN2_HUMAN
Intracellular	Q13671	RIN1	RIN1_HUMAN
Intracellular	P13489	RNH1	RINI_HUMAN
Intracellular	Q6NUQ1	RINT1	RINT1_HUMAN
Intracellular	Q6P5R6	RPL22L1	RL22L_HUMAN
Intracellular	P46778	RPL21	RL21_HUMAN
Intracellular	P35268	RPL22	RL22_HUMAN
Intracellular	P62750	RPL23A	RL23A_HUMAN
Intracellular	P62266	RPS23	RS23_HUMAN
Intracellular	P62847	RPS24	RS24_HUMAN
Intracellular	P61247	RPS3A	RS3A_HUMAN
Intracellular	Q5VT97	SYDE2	SYDE2_HUMAN
Intracellular	Q5JTZ9	AARS2	SYAM_HUMAN
Intracellular	Q92797	SYMPK	SYMPK_HUMAN
Intracellular	P62304	SNRPE	RUXE_HUMAN
Intracellular	P14678	SNRPB	RSMB_HUMAN
Intracellular	P57060	RWDD2B	RWD2B_HUMAN
Intracellular	Q9UJJ7	RPUSD1	RUSD1_HUMAN
Intracellular	Q8IZ73	RPUSD2	RUSD2_HUMAN
Intracellular	Q92552	MRPS27	RT27_HUMAN
Intracellular	Q9NP92	MRPS30	RT30_HUMAN
Intracellular	P82930	MRPS34	RT34_HUMAN
Intracellular	Q9BST9	RTKN	RTKN_HUMAN
Intracellular	Q8IZC4	RTKN2	RTKN2_HUMAN
Intracellular	P09661	SNRPA1	RU2A_HUMAN
Intracellular	Q9UDX4	SEC14L3	S14L3_HUMAN
Intracellular	Q96NL0	RUNDC3B	RUN3B_HUMAN
Intracellular	Q86VV8	RTTN	RTTN_HUMAN
Intracellular	Q92777	SYN2	SYN2_HUMAN
Intracellular	Q5H9L4	TAF7L	TAF7L_HUMAN
Intracellular	A0A286YFG1	SCYGR8	SCGR8_HUMAN
Intracellular	A0A286YF77	SCYGR6	SCGR6_HUMAN
Intracellular	P0DPB3	SCHIP1	SCHI1_HUMAN
Intracellular	P82979	SARNP	SARNP_HUMAN
Intracellular	Q7RTU7	SCX	SCX_HUMAN
Intracellular	P59797	SELENOV	SELV_HUMAN
Intracellular	Q8TDM5	SPACA4	SACA4_HUMAN
Intracellular	Q86SQ7	SDCCAG8	SDCG8_HUMAN
Intracellular	Q9UJQ4	SALL4	SALL4_HUMAN
Intracellular	Q14151	SAFB2	SAFB2_HUMAN
Intracellular	Q9HCN8	SDF2L1	SDF2L_HUMAN
Intracellular	Q96JE7	SEC16B	SC16B_HUMAN
Intracellular	Q8N6K7	SAMD3	SAMD3_HUMAN
Intracellular	Q8NCE0	TSEN2	SEN2_HUMAN
Intracellular	P56693	SOX10	SOX10_HUMAN
Intracellular	Q5SXM2	SNAPC4	SNPC4_HUMAN
Intracellular	Q8N5H7	SH2D3C	SH2D3_HUMAN
Intracellular	O43765	SGTA	SGTA_HUMAN
Intracellular	O94993	SOX30	SOX30_HUMAN
Intracellular	O75971	SNAPC5	SNPC5_HUMAN
Intracellular	Q9H0A9	SPATC1L	SPC1L_HUMAN
Intracellular	Q96B97	SH3KBP1	SH3K1_HUMAN
Intracellular	Q9UHJ3	SFMBT1	SMBT1_HUMAN
Intracellular	Q96L92	SNX27	SNX27_HUMAN
Intracellular	Q9UM82	SPATA2	SPAT2_HUMAN
Intracellular	P09132	SRP19	SRP19_HUMAN
Intracellular	P49589	CARS1	SYCC_HUMAN
Intracellular	Q7Z422	SZRD1	SZRD1_HUMAN
Intracellular	P62380	TBPL1	TBPL1_HUMAN
Intracellular	P09874	PARP1	PARP1_HUMAN
Intracellular	Q9ULW8	PADI3	PADI3_HUMAN
Intracellular	Q2NL67	PARP6	PARP6_HUMAN
Intracellular	O00443	PIK3C2A	P3C2A_HUMAN
Intracellular	Q9Y2J8	PADI2	PADI2_HUMAN
Intracellular	P14920	DAO	OXDA_HUMAN
Intracellular	Q96RG2	PASK	PASK_HUMAN
Intracellular	Q8N7H5	PAF1	PAF1_HUMAN
Intracellular	O76074	PDE5A	PDE5A_HUMAN
Intracellular	Q15269	PWP2	PWP2_HUMAN
Intracellular	Q6IN85	PPP4R3A	P4R3A_HUMAN
Intracellular	A0A0B4J2A2	PPIAL4C	PAL4C_HUMAN
Intracellular	P04637	TP53	P53_HUMAN
Intracellular	O15212	PFDN6	PFD6_HUMAN
Intracellular	P12955	PEPD	PEPD_HUMAN
Intracellular	Q86YI8	PHF13	PHF13_HUMAN
Intracellular	Q6NSI4	RADX	RADX_HUMAN
Intracellular	Q5T6S3	PHF19	PHF19_HUMAN
Intracellular	P55042	RRAD	RAD_HUMAN
Intracellular	O43189	PHF1	PHF1_HUMAN
Intracellular	P15428	HPGD	PGDH_HUMAN
Intracellular	P78406	RAE1	RAE1L_HUMAN
Intracellular	O75151	PHF2	PHF2_HUMAN
Intracellular	Q92576	PHF3	PHF3_HUMAN
Intracellular	Q8WWQ0	PHIP	PHIP_HUMAN
Intracellular	Q96DA2	RAB39B	RB39B_HUMAN
Intracellular	Q8NBN7	RDH13	RDH13_HUMAN
Intracellular	Q15149	PLEC	PLEC_HUMAN
Intracellular	Q9NQ66	PLCB1	PLCB1_HUMAN
Intracellular	Q9NUX5	POT1	POTE1_HUMAN
Intracellular	Q14651	PLS1	PLSI_HUMAN
Intracellular	Q9Y446	PKP3	PKP3_HUMAN
Intracellular	Q9NUJ7	PLCXD1	PLCX1_HUMAN
Intracellular	Q96GD0	PDXP	PLPP_HUMAN
Intracellular	Q13393	PLD1	PLD1_HUMAN
Intracellular	O14924	RGS12	RGS12_HUMAN
Intracellular	Q9UQ26	RIMS2	RIMS2_HUMAN
Intracellular	P43686	PSMC4	PRS6B_HUMAN
Intracellular	P25788	PSMA3	PSA3_HUMAN
Intracellular	Q9UIG5	PSORS1C1	PS1C1_HUMAN
Intracellular	Q6NYC8	PPP1R18	PPR18_HUMAN
Intracellular	Q86Y79	PTRH1	PTH_HUMAN
Intracellular	O43242	PSMD3	PSMD3_HUMAN
Intracellular	P07919	UQCRH	QCR6_HUMAN
Intracellular	P17812	CTPS1	PYRG1_HUMAN
Intracellular	P10826	RARB	RARB_HUMAN
Intracellular	Q9Y580	RBM7	RBM7_HUMAN
Intracellular	Q15291	RBBP5	RBBP5_HUMAN
Intracellular	P20340	RAB6A	RAB6A_HUMAN
Intracellular	P29762	CRABP1	RABP1_HUMAN
Intracellular	Q8N0T1	RBIS	RBIS_HUMAN
Intracellular	P29373	CRABP2	RABP2_HUMAN
Intracellular	Q96AX2	RAB37	RAB37_HUMAN
Intracellular	P0C7P1	RBMY1D	RBY1D_HUMAN
Intracellular	A6NEQ0	RBMY1E	RBY1E_HUMAN
Intracellular	P49802	RGS7	RGS7_HUMAN
Intracellular	Q9UBZ9	REV1	REV1_HUMAN
Intracellular	Q17R89	ARHGAP44	RHG44_HUMAN
Intracellular	P36954	POLR2I	RPB9_HUMAN
Intracellular	Q2KHR2	RFX7	RFX7_HUMAN
Intracellular	Q9P0M9	MRPL27	RM27_HUMAN
Intracellular	Q8TCC3	MRPL30	RM30_HUMAN
Intracellular	O14802	POLR3A	RPC1_HUMAN
Intracellular	Q9BYC8	MRPL32	RM32_HUMAN
Intracellular	Q5T653	MRPL2	RM02_HUMAN
Intracellular	O75394	MRPL33	RM33_HUMAN
Intracellular	P0DPB5	POLR1D	RPC22_HUMAN
Intracellular	Q9BQ48	MRPL34	RM34_HUMAN
Intracellular	P09001	MRPL3	RM03_HUMAN
Intracellular	Q9NW08	POLR3B	RPC2_HUMAN
Intracellular	Q9NZE8	MRPL35	RM35_HUMAN
Intracellular	Q9H1J1	UPF3A	REN3A_HUMAN
Intracellular	Q9NVN3	RIC8B	RIC8B_HUMAN
Intracellular	Q8IZJ4	RGL4	RGDSR_HUMAN
Intracellular	Q13156	RPA4	RFA4_HUMAN
Intracellular	Q8N431	RASGEF1C	RGF1C_HUMAN
Intracellular	Q9BZE1	MRPL37	RM37_HUMAN
Intracellular	Q9BUI4	POLR3C	RPC3_HUMAN
Intracellular	Q96DV4	MRPL38	RM38_HUMAN
Intracellular	Q96E39	RBMXL1	RMXL1_HUMAN
Intracellular	Q92900	UPF1	RENT1_HUMAN
Intracellular	Q8N5W9	RFLNB	RFLB_HUMAN
Intracellular	Q9NZL6	RGL1	RGL1_HUMAN
Intracellular	Q6BDI9	REP15	REP15_HUMAN
Intracellular	A6NLU0	RFPL4A	RFPLA_HUMAN
Intracellular	Q52LD8	RFTN2	RFTN2_HUMAN
Intracellular	P26373	RPL13	RL13_HUMAN
Intracellular	P62269	RPS18	RS18_HUMAN
Intracellular	Q9Y5K1	SPO11	SPO11_HUMAN
Intracellular	Q9UQ35	SRRM2	SRRM2_HUMAN
Intracellular	Q8WXA9	SREK1	SREK1_HUMAN
Intracellular	Q5VSR9	SPANXN1	SPXN1_HUMAN
Intracellular	P12931	SRC	SRC_HUMAN
Intracellular	P21549	AGXT	AGT1_HUMAN
Intracellular	Q01892	SPIB	SPIB_HUMAN
Intracellular	P49458	SRP9	SRP09_HUMAN
Intracellular	Q5T5J6	SWT1	SWT1_HUMAN
Intracellular	Q8N0S2	SYCE1	SYCE1_HUMAN
Intracellular	Q6PI48	DARS2	SYDM_HUMAN
Intracellular	Q96GW9	MARS2	SYMM_HUMAN
Intracellular	P48775	TDO2	T23O_HUMAN
Intracellular	Q13395	TARBP1	TARB1_HUMAN
Intracellular	P49848	TAF6	TAF6_HUMAN
Intracellular	Q9BXB5	OSBPL10	OSB10_HUMAN
Intracellular	P0CB38	PABPC4L	PAB4L_HUMAN
Intracellular	Q96T60	PNKP	PNKP_HUMAN
Intracellular	P53350	PLK1	PLK1_HUMAN
Intracellular	Q03181	PPARD	PPARD_HUMAN
Intracellular	A2A3K4	PTPDC1	PTPC1_HUMAN
Intracellular	Q8WVI7	PPP1R1C	PPR1C_HUMAN
Intracellular	P48556	PSMD8	PSMD8_HUMAN
Intracellular	Q5T6V5	C9orf64	QNG1_HUMAN
Intracellular	Q9BTD8	RBM42	RBM42_HUMAN
Intracellular	P29558	RBMS1	RBMS1_HUMAN
Intracellular	Q5RL73	RBM48	RBM48_HUMAN
Intracellular	Q8IY67	RAVER1	RAVR1_HUMAN
Intracellular	Q7Z6P3	RAB44	RAB44_HUMAN
Intracellular	Q15032	R3HDM1	R3HD1_HUMAN
Intracellular	Q8NDN9	RCBTB1	RCBT1_HUMAN
Intracellular	Q5TC82	RC3H1	RC3H1_HUMAN
Intracellular	Q8TBN0	RAB3IL1	R3GEF_HUMAN
Intracellular	Q9NRW1	RAB6B	RAB6B_HUMAN
Intracellular	Q96B01	RAD51AP1	R51A1_HUMAN
Intracellular	Q16576	RBBP7	RBBP7_HUMAN
Intracellular	Q9P258	RCC2	RCC2_HUMAN
Intracellular	Q96D70	R3HDM4	R3HD4_HUMAN
Intracellular	P49795	RGS19	RGS19_HUMAN
Intracellular	A6NNX1	RIIAD1	RIAD1_HUMAN
Intracellular	P49796	RGS3	RGS3_HUMAN
Intracellular	Q9UFD9	RIMBP3	RIM3A_HUMAN
Intracellular	P42331	ARHGAP25	RHG25_HUMAN
Intracellular	Q96A35	MRPL24	RM24_HUMAN
Intracellular	Q96R05	RBP7	RET7_HUMAN
Intracellular	O00287	RFXAP	RFXAP_HUMAN
Intracellular	Q9H4X1	RGCC	RGCC_HUMAN
Intracellular	P51606	RENBP	RENBP_HUMAN
Intracellular	Q9BYD3	MRPL4	RM04_HUMAN
Intracellular	Q8N9B8	RASGEF1A	RGF1A_HUMAN
Intracellular	Q9P0J6	MRPL36	RM36_HUMAN
Intracellular	Q7Z7H8	MRPL10	RM10_HUMAN
Intracellular	Q92546	RGP1	RGP1_HUMAN
Intracellular	Q92963	RIT1	RIT1_HUMAN
Intracellular	P23921	RRM1	RIR1_HUMAN
Intracellular	Q92901	RPL3L	RL3L_HUMAN
Intracellular	P09651	HNRNPA1	ROA1_HUMAN
Intracellular	P22626	HNRNPA2B1	ROA2_HUMAN
Intracellular	Q8ND24	RNF214	RN214_HUMAN
Intracellular	P0DH78	RNF224	RN224_HUMAN
Intracellular	Q9NYV6	RRN3	RRN3_HUMAN
